ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,AGE_GROUP,INJ_LEVEL,ROAD_USER_TYPE_DESC
T20120002624,2/3/2012,16:37:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,249396,4,0,0,1,2,3,1,5,Not at intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20120002627,1/29/2012,15:00:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,249398,1,0,1,0,0,1,2,1,Cross intersection,2,60,Local Road,50-59,Serious injury,Bicyclists
T20120002638,2/3/2012,21:17:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,249403,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,18-21,Serious injury,Bicyclists
T20120002655,2/4/2012,7:30:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,1060,2,0,0,1,2,3,1,2,T intersection,3,50,Arterial Highway,26-29,Other injury,Bicyclists
T20120002659,2/1/2012,22:10:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,6,40564,2,0,1,0,1,2,2,2,T intersection,2,60,Arterial Other,16-17,Serious injury,Bicyclists
T20120002663,2/4/2012,8:55:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,249880,2,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Highway,30-39,Other injury,Bicyclists
T20120002667,2/3/2012,6:40:00,1,Collision with vehicle,6,Friday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,48192,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20120002690,2/4/2012,15:20:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,249423,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120002730,1/22/2012,11:45:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,235110,1,0,1,0,0,1,2,2,T intersection,2,60,Uknown,30-39,Serious injury,Bicyclists
T20120002754,2/5/2012,13:00:00,1,Collision with vehicle,1,Sunday,131,LEFT REAR,1,59874,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,50-59,Not injured,Bicyclists
T20120002776,1/16/2012,12:30:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,249458,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120002782,2/5/2012,18:15:00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,249464,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Highway,16-17,Other injury,Bicyclists
T20120002835,2/3/2012,17:00:00,5,collision with some other object,6,Friday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,29427,1,0,1,0,0,1,2,1,Cross intersection,2,50,Local Road,26-29,Serious injury,Bicyclists
T20120002858,2/6/2012,18:20:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38578,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,16-17,Serious injury,Bicyclists
T20120002866,2/6/2012,19:00:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,67558,3,0,0,1,2,3,1,2,T intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20120002868,2/6/2012,8:53:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,36317,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,60-64,Other injury,Bicyclists
T20120002874,2/6/2012,17:10:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,246022,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120002882,2/1/2012,8:45:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,250905,2,0,0,1,1,2,2,5,Not at intersection,3,999,Uknown,30-39,Other injury,Bicyclists
T20120002884,2/6/2012,19:35:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,60001,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,26-29,Other injury,Bicyclists
T20120002886,2/2/2012,7:15:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,41817,2,0,1,0,1,2,2,1,Cross intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20120002900,2/7/2012,7:45:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,39188,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20120002918,2/7/2012,10:00:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,49162,3,0,0,1,2,3,1,2,T intersection,3,60,Arterial Highway,18-21,Other injury,Bicyclists
T20120002921,2/7/2012,7:00:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,249477,1,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road,60-64,Other injury,Bicyclists
T20120002926,2/7/2012,13:55:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,228167,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,18-21,Other injury,Bicyclists
T20120002938,2/7/2012,10:30:00,4,Collision with a fixed object,2,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,277097,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Other,40-49,Serious injury,Bicyclists
T20120002955,2/7/2012,16:45:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49175,2,0,1,0,1,2,1,1,Cross intersection,2,70,Uknown,26-29,Serious injury,Bicyclists
T20120002974,1/9/2012,17:30:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,29371,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other,22-25,Other injury,Bicyclists
T20120002976,2/7/2012,21:46:00,1,Collision with vehicle,3,Tuesday,134,LANE CHANGE RIGHT (NOT OVERTAKING),9,32702,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20120003024,2/8/2012,8:20:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,37044,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,13-15,Other injury,Bicyclists
T20120003046,1/19/2012,9:20:00,1,Collision with vehicle,4,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,37911,2,0,1,0,1,2,2,1,Cross intersection,2,40,Arterial Other,50-59,Serious injury,Bicyclists
T20120003066,2/8/2012,17:50:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,249534,2,0,0,1,1,2,1,5,Not at intersection,3,50,Uknown,45424,Other injury,Bicyclists
T20120003103,2/8/2012,17:30:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,249476,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,45424,Other injury,Bicyclists
T20120003105,1/28/2012,8:00:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,35656,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Highway,40-49,Other injury,Bicyclists
T20120003115,2/9/2012,7:35:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,29499,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,45424,Other injury,Bicyclists
T20120003154,2/9/2012,17:40:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,250368,2,0,0,1,2,3,1,5,Not at intersection,3,50,Arterial Other,30-39,Other injury,Bicyclists
T20120003169,2/9/2012,15:40:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,38896,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20120003177,2/9/2012,17:31:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,398,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120003194,2/10/2012,7:45:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,42726,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120003197,2/10/2012,6:13:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,29835,2,1,0,0,1,2,1,1,Cross intersection,1,80,Uknown,30-39,Fatality,Bicyclists
T20120003205,1/30/2012,16:00:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,250811,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120003211,2/8/2012,8:00:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,37730,2,0,1,0,1,2,2,2,T intersection,2,40,Arterial Other,18-21,Serious injury,Bicyclists
T20120003214,2/9/2012,12:00:00,1,Collision with vehicle,5,Thursday,136,RIGHT TURN SIDESWIPE,1,70726,2,0,0,1,1,2,2,1,Cross intersection,3,80,Arterial Highway,70+,Other injury,Bicyclists
T20120003266,2/11/2012,1:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),5,249586,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,18-21,Serious injury,Bicyclists
T20120003270,1/14/2012,13:40:00,1,Collision with vehicle,7,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,37833,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120003279,2/11/2012,7:50:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,249591,2,0,1,0,1,2,1,5,Not at intersection,2,50,Arterial Other,40-49,Serious injury,Bicyclists
T20120003303,2/11/2012,11:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,58397,2,0,1,0,2,3,1,1,Cross intersection,2,90,Arterial Highway,Unknown,Serious injury,Bicyclists
T20120003313,2/11/2012,14:50:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36093,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20120003360,2/11/2012,13:00:00,1,Collision with vehicle,7,Saturday,142,LEAVING PARKING,1,249624,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,18-21,Other injury,Bicyclists
T20120003374,2/12/2012,8:30:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,42075,1,0,1,1,0,2,1,2,T intersection,2,999,Arterial Other,18-21,Other injury,Bicyclists
T20120003425,2/13/2012,8:00:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,68590,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20120003432,2/13/2012,8:55:00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,66474,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120003434,2/13/2012,6:10:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),2,29503,2,0,0,1,1,2,1,4,Multiple intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20120003440,2/11/2012,15:27:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,251673,2,0,1,0,1,2,2,5,Not at intersection,2,50,Local Road,65-69,Serious injury,Bicyclists
T20120003465,1/19/2012,5:45:00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL,2,57648,1,0,0,1,0,1,2,2,T intersection,3,70,Arterial Other,40-49,Other injury,Bicyclists
T20120003466,2/9/2012,17:00:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,249665,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20120003471,2/2/2012,13:30:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,250853,2,0,1,0,1,2,2,5,Not at intersection,2,50,Arterial Other,30-39,Serious injury,Bicyclists
T20120003521,2/3/2012,18:30:00,1,Collision with vehicle,6,Friday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,57442,2,0,0,1,1,2,2,2,T intersection,3,999,Uknown,30-39,Other injury,Bicyclists
T20120003564,2/14/2012,19:15:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,249589,2,0,1,0,2,3,1,5,Not at intersection,2,50,Local Road,26-29,Serious injury,Bicyclists
T20120003577,2/14/2012,7:55:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,249607,2,0,0,2,0,2,2,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120003580,2/14/2012,21:00:00,1,Collision with vehicle,2,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),2,249610,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120003592,2/15/2012,7:05:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250562,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20120003601,2/15/2012,8:59:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,249618,3,0,1,0,2,3,2,5,Not at intersection,2,50,Local Road,30-39,Serious injury,Bicyclists
T20120003619,1/25/2012,21:15:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,37544,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,22-25,Other injury,Bicyclists
T20120003626,2/15/2012,11:10:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,73733,2,0,1,0,1,2,2,1,Cross intersection,2,999,Local Road,40-49,Serious injury,Bicyclists
T20120003667,2/16/2012,6:45:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,16807,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20120003704,2/16/2012,11:00:00,1,Collision with vehicle,4,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,249649,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,70+,Other injury,Bicyclists
T20120003731,2/16/2012,16:15:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,249660,2,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120003746,2/16/2012,18:40:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,2,249671,3,0,0,1,2,3,1,5,Not at intersection,3,60,Uknown,26-29,Other injury,Bicyclists
T20120003759,2/16/2012,13:10:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,278464,2,0,0,1,1,2,1,1,Cross intersection,3,80,Arterial Other,50-59,Other injury,Bicyclists
T20120003796,2/15/2012,18:05:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,249774,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,60-64,Other injury,Bicyclists
T20120003808,2/16/2012,16:15:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,65895,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,22-25,Other injury,Bicyclists
T20120003823,2/17/2012,13:25:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,36941,1,0,0,1,1,2,2,2,T intersection,3,50,Local Road,Unknown,Not injured,Bicyclists
T20120003896,1/8/2012,11:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,273243,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Highway,50-59,Other injury,Bicyclists
T20120003898,2/18/2012,10:50:00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,236764,1,0,1,0,1,2,2,1,Cross intersection,2,40,Arterial Other,16-17,Not injured,Bicyclists
T20120003903,2/18/2012,5:55:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),6,36457,2,0,0,2,0,2,2,2,T intersection,3,999,Arterial Other,40-49,Other injury,Bicyclists
T20120003928,2/18/2012,14:25:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,249825,2,0,0,1,1,2,1,5,Not at intersection,3,80,Arterial Other,26-29,Other injury,Bicyclists
T20120003931,2/14/2012,17:00:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,40074,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20120003948,2/18/2012,14:50:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,249831,2,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Other,40-49,Other injury,Bicyclists
T20120003961,2/18/2012,16:55:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,249840,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120003976,2/18/2012,23:49:00,1,Collision with vehicle,7,Saturday,129,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,3,252367,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,40-49,Serious injury,Bicyclists
T20120003981,2/19/2012,6:30:00,1,Collision with vehicle,1,Sunday,119,OTHER ADJACENT (INTERSECTIONS ONLY),2,57599,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20120003982,2/19/2012,8:00:00,1,Collision with vehicle,1,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,29730,2,0,0,1,1,2,2,2,T intersection,3,70,Uknown,30-39,Other injury,Bicyclists
T20120003989,2/19/2012,9:57:00,1,Collision with vehicle,1,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,253491,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20120004057,2/20/2012,7:25:00,1,Collision with vehicle,2,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),2,58096,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,40-49,Other injury,Bicyclists
T20120004060,2/20/2012,8:34:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,249710,2,0,0,1,3,4,1,2,T intersection,3,50,Local Road,45424,Other injury,Bicyclists
T20120004063,2/20/2012,7:35:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,249711,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120004075,2/15/2012,9:45:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,37019,2,0,0,2,0,2,2,2,T intersection,3,70,Arterial Other,60-64,Other injury,Bicyclists
T20120004079,2/8/2012,16:45:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,250846,2,0,0,1,2,3,2,5,Not at intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20120004102,2/17/2012,17:45:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,35492,2,0,0,1,2,3,2,2,T intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20120004162,2/14/2012,18:30:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,250974,2,0,1,0,1,2,2,1,Cross intersection,2,999,Arterial Other,22-25,Serious injury,Bicyclists
T20120004255,2/21/2012,17:53:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,36028,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20120004273,2/22/2012,12:20:00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,249807,4,0,2,0,2,4,1,5,Not at intersection,2,60,Local Road,60-64,Serious injury,Bicyclists
T20120004275,2/17/2012,9:35:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250225,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,70+,Other injury,Bicyclists
T20120004280,2/22/2012,15:35:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,249851,2,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,45424,Other injury,Bicyclists
T20120004287,2/11/2012,4:50:00,1,Collision with vehicle,7,Saturday,140,U TURN,6,249922,2,0,1,0,1,2,2,5,Not at intersection,2,40,Local Road,40-49,Serious injury,Bicyclists
T20120004288,2/17/2012,8:40:00,1,Collision with vehicle,6,Friday,143,ENTERING PARKING,1,249923,2,0,0,1,1,2,2,5,Not at intersection,3,40,Arterial Other,40-49,Other injury,Bicyclists
T20120004295,2/22/2012,17:39:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,47645,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,30-39,Serious injury,Bicyclists
T20120004330,2/23/2012,7:27:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49216,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20120004332,2/23/2012,8:45:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,38974,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120004350,2/23/2012,6:52:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,2,42849,2,0,1,0,1,2,1,2,T intersection,2,80,Uknown,40-49,Serious injury,Bicyclists
T20120004353,2/23/2012,11:05:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,36481,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120004358,2/23/2012,10:18:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,36603,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20120004365,2/23/2012,11:00:00,1,Collision with vehicle,5,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,249948,2,0,0,1,1,2,1,5,Not at intersection,3,100,Uknown,60-64,Other injury,Bicyclists
T20120004368,2/18/2012,9:30:00,1,Collision with vehicle,7,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,35571,2,0,1,0,1,2,2,2,T intersection,2,999,Arterial Other,40-49,Serious injury,Bicyclists
T20120004420,2/24/2012,6:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),3,504,2,0,0,1,1,2,1,1,Cross intersection,3,70,Arterial Highway,40-49,Other injury,Bicyclists
T20120004428,2/24/2012,8:45:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,36215,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120004437,2/23/2012,19:18:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,36490,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20120004446,2/24/2012,8:05:00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,55092,2,0,1,0,2,3,1,1,Cross intersection,2,50,Local Road,30-39,Serious injury,Bicyclists
T20120004450,2/24/2012,11:05:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,1,249977,2,0,1,0,2,3,1,2,T intersection,2,40,Uknown,30-39,Serious injury,Bicyclists
T20120004458,2/24/2012,9:50:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,249841,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway,65-69,Serious injury,Bicyclists
T20120004464,2/23/2012,17:10:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,249845,2,0,0,2,0,2,2,5,Not at intersection,3,40,Local Road,13-15,Other injury,Bicyclists
